orderNumber,warehouseCode,shippedDate,requiredDate,orderDate,delivery_margin_days
10120,c,2003-05-01,2003-05-08,2003-04-29,7
10120,a,2003-05-01,2003-05-08,2003-04-29,7
10120,a,2003-05-01,2003-05-08,2003-04-29,7
10120,a,2003-05-01,2003-05-08,2003-04-29,7
10120,a,2003-05-01,2003-05-08,2003-04-29,7
10121,a,2003-05-13,2003-05-13,2003-05-07,0
10121,a,2003-05-13,2003-05-13,2003-05-07,0
10121,a,2003-05-13,2003-05-13,2003-05-07,0
10121,a,2003-05-13,2003-05-13,2003-05-07,0
10121,a,2003-05-13,2003-05-13,2003-05-07,0
10122,b,2003-05-13,2003-05-16,2003-05-08,3
10122,b,2003-05-13,2003-05-16,2003-05-08,3
10122,b,2003-05-13,2003-05-16,2003-05-08,3
10122,b,2003-05-13,2003-05-16,2003-05-08,3
10122,b,2003-05-13,2003-05-16,2003-05-08,3
10122,b,2003-05-13,2003-05-16,2003-05-08,3
10122,b,2003-05-13,2003-05-16,2003-05-08,3
10122,b,2003-05-13,2003-05-16,2003-05-08,3
10122,b,2003-05-13,2003-05-16,2003-05-08,3
10122,b,2003-05-13,2003-05-16,2003-05-08,3
10122,a,2003-05-13,2003-05-16,2003-05-08,3
10122,b,2003-05-13,2003-05-16,2003-05-08,3
10122,b,2003-05-13,2003-05-16,2003-05-08,3
10122,b,2003-05-13,2003-05-16,2003-05-08,3
10122,b,2003-05-13,2003-05-16,2003-05-08,3
10122,b,2003-05-13,2003-05-16,2003-05-08,3
10122,a,2003-05-13,2003-05-16,2003-05-08,3
10123,b,2003-05-22,2003-05-29,2003-05-20,7
10123,b,2003-05-22,2003-05-29,2003-05-20,7
10123,b,2003-05-22,2003-05-29,2003-05-20,7
10123,b,2003-05-22,2003-05-29,2003-05-20,7
10124,c,2003-05-25,2003-05-29,2003-05-21,4
10124,c,2003-05-25,2003-05-29,2003-05-21,4
10124,c,2003-05-25,2003-05-29,2003-05-21,4
10124,c,2003-05-25,2003-05-29,2003-05-21,4
10124,b,2003-05-25,2003-05-29,2003-05-21,4
10124,b,2003-05-25,2003-05-29,2003-05-21,4
10124,c,2003-05-25,2003-05-29,2003-05-21,4
10124,c,2003-05-25,2003-05-29,2003-05-21,4
10124,b,2003-05-25,2003-05-29,2003-05-21,4
10124,b,2003-05-25,2003-05-29,2003-05-21,4
10124,b,2003-05-25,2003-05-29,2003-05-21,4
10124,b,2003-05-25,2003-05-29,2003-05-21,4
10124,c,2003-05-25,2003-05-29,2003-05-21,4
10125,c,2003-05-24,2003-05-27,2003-05-21,3
10125,c,2003-05-24,2003-05-27,2003-05-21,3
10126,b,2003-06-02,2003-06-07,2003-05-28,5
10126,b,2003-06-02,2003-06-07,2003-05-28,5
10126,d,2003-06-02,2003-06-07,2003-05-28,5
10126,d,2003-06-02,2003-06-07,2003-05-28,5
10126,c,2003-06-02,2003-06-07,2003-05-28,5
10126,d,2003-06-02,2003-06-07,2003-05-28,5
10126,c,2003-06-02,2003-06-07,2003-05-28,5
10126,c,2003-06-02,2003-06-07,2003-05-28,5
10126,c,2003-06-02,2003-06-07,2003-05-28,5
10126,c,2003-06-02,2003-06-07,2003-05-28,5
10126,d,2003-06-02,2003-06-07,2003-05-28,5
10126,c,2003-06-02,2003-06-07,2003-05-28,5
10126,d,2003-06-02,2003-06-07,2003-05-28,5
10126,c,2003-06-02,2003-06-07,2003-05-28,5
10126,d,2003-06-02,2003-06-07,2003-05-28,5
10126,d,2003-06-02,2003-06-07,2003-05-28,5
10126,b,2003-06-02,2003-06-07,2003-05-28,5
10127,b,2003-06-06,2003-06-09,2003-06-03,3
10127,b,2003-06-06,2003-06-09,2003-06-03,3
10127,b,2003-06-06,2003-06-09,2003-06-03,3
10127,d,2003-06-06,2003-06-09,2003-06-03,3
10127,b,2003-06-06,2003-06-09,2003-06-03,3
10127,d,2003-06-06,2003-06-09,2003-06-03,3
10127,b,2003-06-06,2003-06-09,2003-06-03,3
10127,b,2003-06-06,2003-06-09,2003-06-03,3
10127,b,2003-06-06,2003-06-09,2003-06-03,3
10127,b,2003-06-06,2003-06-09,2003-06-03,3
10127,b,2003-06-06,2003-06-09,2003-06-03,3
10127,d,2003-06-06,2003-06-09,2003-06-03,3
10127,d,2003-06-06,2003-06-09,2003-06-03,3
10127,d,2003-06-06,2003-06-09,2003-06-03,3
10127,d,2003-06-06,2003-06-09,2003-06-03,3
10128,c,2003-06-11,2003-06-12,2003-06-06,1
10128,d,2003-06-11,2003-06-12,2003-06-06,1
10128,c,2003-06-11,2003-06-12,2003-06-06,1
10128,d,2003-06-11,2003-06-12,2003-06-06,1
10129,b,2003-06-14,2003-06-18,2003-06-12,4
10129,d,2003-06-14,2003-06-18,2003-06-12,4
10129,c,2003-06-14,2003-06-18,2003-06-12,4
10129,c,2003-06-14,2003-06-18,2003-06-12,4
10129,d,2003-06-14,2003-06-18,2003-06-12,4
10129,d,2003-06-14,2003-06-18,2003-06-12,4
10129,d,2003-06-14,2003-06-18,2003-06-12,4
10129,d,2003-06-14,2003-06-18,2003-06-12,4
10129,d,2003-06-14,2003-06-18,2003-06-12,4
10130,d,2003-06-21,2003-06-24,2003-06-16,3
10130,c,2003-06-21,2003-06-24,2003-06-16,3
10131,a,2003-06-21,2003-06-25,2003-06-16,4
10131,a,2003-06-21,2003-06-25,2003-06-16,4
10131,c,2003-06-21,2003-06-25,2003-06-16,4
10131,a,2003-06-21,2003-06-25,2003-06-16,4
10131,d,2003-06-21,2003-06-25,2003-06-16,4
10131,a,2003-06-21,2003-06-25,2003-06-16,4
10131,a,2003-06-21,2003-06-25,2003-06-16,4
10131,a,2003-06-21,2003-06-25,2003-06-16,4
10132,a,2003-06-28,2003-07-01,2003-06-25,3
10133,a,2003-07-03,2003-07-04,2003-06-27,1
10133,a,2003-07-03,2003-07-04,2003-06-27,1
10133,a,2003-07-03,2003-07-04,2003-06-27,1
10133,a,2003-07-03,2003-07-04,2003-06-27,1
10133,c,2003-07-03,2003-07-04,2003-06-27,1
10133,c,2003-07-03,2003-07-04,2003-06-27,1
10133,a,2003-07-03,2003-07-04,2003-06-27,1
10133,a,2003-07-03,2003-07-04,2003-06-27,1
10134,a,2003-07-05,2003-07-10,2003-07-01,5
10134,a,2003-07-05,2003-07-10,2003-07-01,5
10134,a,2003-07-05,2003-07-10,2003-07-01,5
10134,a,2003-07-05,2003-07-10,2003-07-01,5
10134,a,2003-07-05,2003-07-10,2003-07-01,5
10134,a,2003-07-05,2003-07-10,2003-07-01,5
10134,a,2003-07-05,2003-07-10,2003-07-01,5
10135,b,2003-07-03,2003-07-12,2003-07-02,9
10135,b,2003-07-03,2003-07-12,2003-07-02,9
10135,b,2003-07-03,2003-07-12,2003-07-02,9
10135,b,2003-07-03,2003-07-12,2003-07-02,9
10135,b,2003-07-03,2003-07-12,2003-07-02,9
10135,b,2003-07-03,2003-07-12,2003-07-02,9
10135,b,2003-07-03,2003-07-12,2003-07-02,9
10135,a,2003-07-03,2003-07-12,2003-07-02,9
10135,b,2003-07-03,2003-07-12,2003-07-02,9
10135,a,2003-07-03,2003-07-12,2003-07-02,9
10135,b,2003-07-03,2003-07-12,2003-07-02,9
10135,b,2003-07-03,2003-07-12,2003-07-02,9
10135,b,2003-07-03,2003-07-12,2003-07-02,9
10135,b,2003-07-03,2003-07-12,2003-07-02,9
10135,a,2003-07-03,2003-07-12,2003-07-02,9
10135,a,2003-07-03,2003-07-12,2003-07-02,9
10135,a,2003-07-03,2003-07-12,2003-07-02,9
10136,b,2003-07-06,2003-07-14,2003-07-04,8
10136,b,2003-07-06,2003-07-14,2003-07-04,8
10136,b,2003-07-06,2003-07-14,2003-07-04,8
10137,b,2003-07-14,2003-07-20,2003-07-10,6
10137,b,2003-07-14,2003-07-20,2003-07-10,6
10137,b,2003-07-14,2003-07-20,2003-07-10,6
10137,b,2003-07-14,2003-07-20,2003-07-10,6
10138,c,2003-07-13,2003-07-16,2003-07-07,3
10138,c,2003-07-13,2003-07-16,2003-07-07,3
10138,c,2003-07-13,2003-07-16,2003-07-07,3
10138,c,2003-07-13,2003-07-16,2003-07-07,3
10138,b,2003-07-13,2003-07-16,2003-07-07,3
10138,b,2003-07-13,2003-07-16,2003-07-07,3
10138,c,2003-07-13,2003-07-16,2003-07-07,3
10138,c,2003-07-13,2003-07-16,2003-07-07,3
10138,b,2003-07-13,2003-07-16,2003-07-07,3
10138,b,2003-07-13,2003-07-16,2003-07-07,3
10138,b,2003-07-13,2003-07-16,2003-07-07,3
10138,b,2003-07-13,2003-07-16,2003-07-07,3
10138,c,2003-07-13,2003-07-16,2003-07-07,3
10139,c,2003-07-21,2003-07-23,2003-07-16,2
10139,c,2003-07-21,2003-07-23,2003-07-16,2
10139,c,2003-07-21,2003-07-23,2003-07-16,2
10139,c,2003-07-21,2003-07-23,2003-07-16,2
10139,c,2003-07-21,2003-07-23,2003-07-16,2
10139,c,2003-07-21,2003-07-23,2003-07-16,2
10139,c,2003-07-21,2003-07-23,2003-07-16,2
10139,c,2003-07-21,2003-07-23,2003-07-16,2
10140,b,2003-07-30,2003-08-02,2003-07-24,3
10140,b,2003-07-30,2003-08-02,2003-07-24,3
10140,d,2003-07-30,2003-08-02,2003-07-24,3
10140,d,2003-07-30,2003-08-02,2003-07-24,3
10140,d,2003-07-30,2003-08-02,2003-07-24,3
10140,d,2003-07-30,2003-08-02,2003-07-24,3
10140,c,2003-07-30,2003-08-02,2003-07-24,3
10140,d,2003-07-30,2003-08-02,2003-07-24,3
10140,d,2003-07-30,2003-08-02,2003-07-24,3
10140,d,2003-07-30,2003-08-02,2003-07-24,3
10140,b,2003-07-30,2003-08-02,2003-07-24,3
10141,d,2003-08-04,2003-08-09,2003-08-01,5
10141,b,2003-08-04,2003-08-09,2003-08-01,5
10141,d,2003-08-04,2003-08-09,2003-08-01,5
10141,b,2003-08-04,2003-08-09,2003-08-01,5
10141,b,2003-08-04,2003-08-09,2003-08-01,5
10141,b,2003-08-04,2003-08-09,2003-08-01,5
10141,b,2003-08-04,2003-08-09,2003-08-01,5
10141,d,2003-08-04,2003-08-09,2003-08-01,5
10141,d,2003-08-04,2003-08-09,2003-08-01,5
10142,b,2003-08-13,2003-08-16,2003-08-08,3
10142,b,2003-08-13,2003-08-16,2003-08-08,3
10142,b,2003-08-13,2003-08-16,2003-08-08,3
10142,c,2003-08-13,2003-08-16,2003-08-08,3
10142,d,2003-08-13,2003-08-16,2003-08-08,3
10142,b,2003-08-13,2003-08-16,2003-08-08,3
10142,c,2003-08-13,2003-08-16,2003-08-08,3
10142,d,2003-08-13,2003-08-16,2003-08-08,3
10142,c,2003-08-13,2003-08-16,2003-08-08,3
10142,d,2003-08-13,2003-08-16,2003-08-08,3
10142,d,2003-08-13,2003-08-16,2003-08-08,3
10142,d,2003-08-13,2003-08-16,2003-08-08,3
10142,d,2003-08-13,2003-08-16,2003-08-08,3
10142,d,2003-08-13,2003-08-16,2003-08-08,3
10142,d,2003-08-13,2003-08-16,2003-08-08,3
10142,d,2003-08-13,2003-08-16,2003-08-08,3
10143,b,2003-08-12,2003-08-18,2003-08-10,6
10143,a,2003-08-12,2003-08-18,2003-08-10,6
10143,d,2003-08-12,2003-08-18,2003-08-10,6
10143,c,2003-08-12,2003-08-18,2003-08-10,6
10143,a,2003-08-12,2003-08-18,2003-08-10,6
10143,c,2003-08-12,2003-08-18,2003-08-10,6
10143,c,2003-08-12,2003-08-18,2003-08-10,6
10143,a,2003-08-12,2003-08-18,2003-08-10,6
10143,c,2003-08-12,2003-08-18,2003-08-10,6
10143,a,2003-08-12,2003-08-18,2003-08-10,6
10143,d,2003-08-12,2003-08-18,2003-08-10,6
10143,a,2003-08-12,2003-08-18,2003-08-10,6
10143,d,2003-08-12,2003-08-18,2003-08-10,6
10143,a,2003-08-12,2003-08-18,2003-08-10,6
10143,a,2003-08-12,2003-08-18,2003-08-10,6
10143,a,2003-08-12,2003-08-18,2003-08-10,6
10144,c,2003-08-14,2003-08-21,2003-08-13,7
10145,a,2003-08-31,2003-09-02,2003-08-25,2
10145,a,2003-08-31,2003-09-02,2003-08-25,2
10145,a,2003-08-31,2003-09-02,2003-08-25,2
10145,a,2003-08-31,2003-09-02,2003-08-25,2
10145,a,2003-08-31,2003-09-02,2003-08-25,2
10145,a,2003-08-31,2003-09-02,2003-08-25,2
10145,a,2003-08-31,2003-09-02,2003-08-25,2
10145,a,2003-08-31,2003-09-02,2003-08-25,2
10145,a,2003-08-31,2003-09-02,2003-08-25,2
10145,a,2003-08-31,2003-09-02,2003-08-25,2
10145,a,2003-08-31,2003-09-02,2003-08-25,2
10145,a,2003-08-31,2003-09-02,2003-08-25,2
10145,a,2003-08-31,2003-09-02,2003-08-25,2
10145,a,2003-08-31,2003-09-02,2003-08-25,2
10145,a,2003-08-31,2003-09-02,2003-08-25,2
10145,a,2003-08-31,2003-09-02,2003-08-25,2
10146,a,2003-09-06,2003-09-13,2003-09-03,7
10146,b,2003-09-06,2003-09-13,2003-09-03,7
10147,b,2003-09-09,2003-09-12,2003-09-05,3
10147,b,2003-09-09,2003-09-12,2003-09-05,3
10147,b,2003-09-09,2003-09-12,2003-09-05,3
10147,b,2003-09-09,2003-09-12,2003-09-05,3
10147,b,2003-09-09,2003-09-12,2003-09-05,3
10147,b,2003-09-09,2003-09-12,2003-09-05,3
10147,b,2003-09-09,2003-09-12,2003-09-05,3
10147,b,2003-09-09,2003-09-12,2003-09-05,3
10147,b,2003-09-09,2003-09-12,2003-09-05,3
10147,b,2003-09-09,2003-09-12,2003-09-05,3
10147,b,2003-09-09,2003-09-12,2003-09-05,3
10148,b,2003-09-15,2003-09-21,2003-09-11,6
10148,b,2003-09-15,2003-09-21,2003-09-11,6
10148,b,2003-09-15,2003-09-21,2003-09-11,6
10148,b,2003-09-15,2003-09-21,2003-09-11,6
10148,b,2003-09-15,2003-09-21,2003-09-11,6
10148,b,2003-09-15,2003-09-21,2003-09-11,6
10148,c,2003-09-15,2003-09-21,2003-09-11,6
10148,b,2003-09-15,2003-09-21,2003-09-11,6
10148,b,2003-09-15,2003-09-21,2003-09-11,6
10148,b,2003-09-15,2003-09-21,2003-09-11,6
10148,b,2003-09-15,2003-09-21,2003-09-11,6
10148,b,2003-09-15,2003-09-21,2003-09-11,6
10148,b,2003-09-15,2003-09-21,2003-09-11,6
10148,b,2003-09-15,2003-09-21,2003-09-11,6
10149,c,2003-09-17,2003-09-18,2003-09-12,1
10149,c,2003-09-17,2003-09-18,2003-09-12,1
10149,c,2003-09-17,2003-09-18,2003-09-12,1
10149,c,2003-09-17,2003-09-18,2003-09-12,1
10149,c,2003-09-17,2003-09-18,2003-09-12,1
10149,c,2003-09-17,2003-09-18,2003-09-12,1
10149,c,2003-09-17,2003-09-18,2003-09-12,1
10149,c,2003-09-17,2003-09-18,2003-09-12,1
10149,c,2003-09-17,2003-09-18,2003-09-12,1
10149,c,2003-09-17,2003-09-18,2003-09-12,1
10149,c,2003-09-17,2003-09-18,2003-09-12,1
10150,b,2003-09-21,2003-09-27,2003-09-19,6
10150,b,2003-09-21,2003-09-27,2003-09-19,6
10150,d,2003-09-21,2003-09-27,2003-09-19,6
10150,d,2003-09-21,2003-09-27,2003-09-19,6
10150,c,2003-09-21,2003-09-27,2003-09-19,6
10150,c,2003-09-21,2003-09-27,2003-09-19,6
10150,c,2003-09-21,2003-09-27,2003-09-19,6
10150,d,2003-09-21,2003-09-27,2003-09-19,6
10150,c,2003-09-21,2003-09-27,2003-09-19,6
10150,d,2003-09-21,2003-09-27,2003-09-19,6
10150,b,2003-09-21,2003-09-27,2003-09-19,6
10151,d,2003-09-24,2003-09-30,2003-09-21,6
10151,b,2003-09-24,2003-09-30,2003-09-21,6
10151,d,2003-09-24,2003-09-30,2003-09-21,6
10151,d,2003-09-24,2003-09-30,2003-09-21,6
10151,b,2003-09-24,2003-09-30,2003-09-21,6
10151,d,2003-09-24,2003-09-30,2003-09-21,6
10151,b,2003-09-24,2003-09-30,2003-09-21,6
10151,d,2003-09-24,2003-09-30,2003-09-21,6
10151,d,2003-09-24,2003-09-30,2003-09-21,6
10151,d,2003-09-24,2003-09-30,2003-09-21,6
10152,b,2003-10-01,2003-10-03,2003-09-25,2
10152,b,2003-10-01,2003-10-03,2003-09-25,2
10152,b,2003-10-01,2003-10-03,2003-09-25,2
10152,d,2003-10-01,2003-10-03,2003-09-25,2
10153,b,2003-10-03,2003-10-05,2003-09-28,2
10153,b,2003-10-03,2003-10-05,2003-09-28,2
10153,b,2003-10-03,2003-10-05,2003-09-28,2
10153,c,2003-10-03,2003-10-05,2003-09-28,2
10153,d,2003-10-03,2003-10-05,2003-09-28,2
10153,c,2003-10-03,2003-10-05,2003-09-28,2
10153,d,2003-10-03,2003-10-05,2003-09-28,2
10153,d,2003-10-03,2003-10-05,2003-09-28,2
10153,d,2003-10-03,2003-10-05,2003-09-28,2
10153,d,2003-10-03,2003-10-05,2003-09-28,2
10153,d,2003-10-03,2003-10-05,2003-09-28,2
10153,d,2003-10-03,2003-10-05,2003-09-28,2
10153,d,2003-10-03,2003-10-05,2003-09-28,2
10154,c,2003-10-08,2003-10-12,2003-10-02,4
10154,d,2003-10-08,2003-10-12,2003-10-02,4
10155,b,2003-10-07,2003-10-13,2003-10-06,6
10155,a,2003-10-07,2003-10-13,2003-10-06,6
10155,d,2003-10-07,2003-10-13,2003-10-06,6
10155,c,2003-10-07,2003-10-13,2003-10-06,6
10155,a,2003-10-07,2003-10-13,2003-10-06,6
